age,sex,maritl,race,education,region,jobclass,health,health_ins,logwage,wage
62, Male, Married, Black, HS Grad, Middle Atlantic, Information, <=Good, Yes,4.51851394,91.69922611
55, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.662757832,105.9278108
41, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, No,4.301029996,73.77574327
54, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,5.136720567,170.1568344
29, Male, Married, Asian, College Grad, Middle Atlantic, Industrial, >=Very Good, No,4.929418926,138.2991269
39, Male, Married, Black, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.62324929,101.8243521
71, Male, Divorced, White, College Grad, Middle Atlantic, Information, <=Good, No,4.477121255,87.98103279
22, Male, Never Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.361727836,78.3924668
48, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, No,4.812913357,123.0896998
35, Male, Married, White, Some College, Middle Atlantic, Industrial, <=Good, Yes,4.755874856,116.2653241
46, Male, Married, White, College Grad, Middle Atlantic, Industrial, <=Good, No,4.505149978,90.48191336
51, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.698970004,109.8339856
55, Male, Married, White, HS Grad, Middle Atlantic, Information, <=Good, Yes,4.653212514,104.9215065
36, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.77815125,118.8843593
57, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.544068044,94.07271475
21, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.954242509,141.7751723
60, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.857332496,128.6804882
41, Male, Never Married, Black, Some College, Middle Atlantic, Industrial, <=Good, No,4.301029996,73.77574327
56, Male, Married, White, College Grad, Middle Atlantic, Information, <=Good, Yes,4.937016107,139.3538118
32, Male, Never Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.544068044,94.07271475
32, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.301029996,73.77574327
36, Male, Divorced, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.681241237,107.9039239
28, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, No,4.167317335,64.54207487
60, Male, Married, White, Advanced Degree, Middle Atlantic, Information, <=Good, No,4.929418926,138.2991269
41, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.491361694,89.24288466
55, Male, Married, White, Some College, Middle Atlantic, Industrial, <=Good, Yes,4.602059991,99.6894637
36, Male, Married, Black, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.698970004,109.8339856
46, Male, Never Married, Black, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.505149978,90.48191336
62, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.494154594,89.49247952
44, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.632457292,102.7662809
36, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.77815125,118.8843593
41, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,5,148.4131591
22, Male, Never Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.740362689,114.4757133
51, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.867408557,129.9836348
57, Male, Married, White, < HS Grad, Middle Atlantic, Information, <=Good, Yes,4.707570176,110.7826503
55, Male, Married, White, HS Grad, Middle Atlantic, Information, <=Good, Yes,4.740362689,114.4757133
36, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,5,148.4131591
43, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.623217234,276.7784133
38, Male, Married, White, Some College, Middle Atlantic, Information, <=Good, No,3.176091259,23.95294448
27, Male, Never Married, White, Some College, Middle Atlantic, Information, >=Very Good, No,4.643452676,103.9024706
32, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.77815125,118.8843593
44, Male, Never Married, White, < HS Grad, Middle Atlantic, Industrial, <=Good, No,4.272305844,71.68674367
56, Male, Married, Asian, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,5.623217234,276.7784133
38, Male, Married, Black, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.954242509,141.7751723
36, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, <=Good, No,4.602059991,99.6894637
28, Male, Never Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.69019608,108.8745258
39, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.380211242,79.85490031
42, Male, Never Married, Black, HS Grad, Middle Atlantic, Information, >=Very Good, No,4.369252975,78.98460618
51, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.414973348,82.6796373
55, Male, Married, Black, HS Grad, Middle Atlantic, Information, <=Good, Yes,4.494154594,89.49247952
39, Male, Never Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.875061263,130.9821774
42, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.697804533,109.7060518
33, Male, Married, Black, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.763427994,117.1468169
23, Male, Never Married, White, HS Grad, Middle Atlantic, Information, <=Good, Yes,4.301029996,73.77574327
40, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.397940009,81.28325328
40, Male, Married, White, Some College, Middle Atlantic, Industrial, <=Good, No,4.392696953,80.85819596
51, Male, Married, Asian, Some College, Middle Atlantic, Industrial, <=Good, Yes,4.681241237,107.9039239
76, Male, Married, Asian, College Grad, Middle Atlantic, Industrial, <=Good, Yes,4.342422681,76.89360252
57, Male, Divorced, White, Advanced Degree, Middle Atlantic, Industrial, <=Good, Yes,4.477121255,87.98103279
27, Male, Separated, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.556302501,95.23071257
26, Male, Never Married, Black, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.431363764,84.04595765
25, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.602059991,99.6894637
27, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.619093331,101.4020523
33, Male, Never Married, White, Some College, Middle Atlantic, Information, <=Good, Yes,4.477121255,87.98103279
51, Male, Divorced, White, < HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.477121255,87.98103279
22, Male, Never Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.544068044,94.07271475
47, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.853588712,128.1996369
34, Male, Never Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.916453949,136.5176552
47, Male, Divorced, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.681241237,107.9039239
31, Male, Never Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.812913357,123.0896998
46, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.51851394,91.69922611
47, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.361727836,78.3924668
49, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,5.041392685,154.685293
40, Male, Married, Black, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.913813852,136.1577108
51, Male, Married, White, < HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.397940009,81.28325328
31, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.334453751,76.28327785
58, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.698970004,109.8339856
48, Male, Married, Black, Some College, Middle Atlantic, Industrial, >=Very Good, No,4.474929786,87.78843622
54, Male, Divorced, Black, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.84509804,127.1157438
56, Male, Never Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, No,5.037426498,154.0729972
61, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.698970004,109.8339856
32, Male, Married, Asian, Advanced Degree, Middle Atlantic, Industrial, >=Very Good, Yes,4.929418926,138.2991269
60, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, No,5.103803721,164.6469889
42, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.929418926,138.2991269
22, Male, Never Married, Asian, Some College, Middle Atlantic, Information, >=Very Good, No,3.806179974,44.97829203
46, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.670245853,106.7239776
53, Male, Married, White, < HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.740362689,114.4757133
43, Male, Divorced, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.301029996,73.77574327
32, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.322219295,75.35567932
30, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.954242509,141.7751723
50, Male, Never Married, Black, Advanced Degree, Middle Atlantic, Information, <=Good, Yes,4.698970004,109.8339856
40, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.626899559,277.7994802
55, Male, Married, White, < HS Grad, Middle Atlantic, Information, >=Very Good, No,4.380211242,79.85490031
42, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,5.113943352,166.3249412
35, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.322219295,75.35567932
33, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.606037233,100.0867423
33, Male, Married, White, Some College, Middle Atlantic, Information, <=Good, Yes,4.633468456,102.8702469
38, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.776701184,118.7120941
41, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.763427994,117.1468169
42, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, No,4.8162413,123.5000178
58, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,5,148.4131591
45, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, No,4.342422681,76.89360252
47, Male, Never Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.698970004,109.8339856
30, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.662757832,105.9278108
34, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,5.079181246,160.6424754
43, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, No,5.008600172,149.6950421
58, Male, Separated, White, < HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.602059991,99.6894637
44, Male, Married, Black, Some College, Middle Atlantic, Industrial, <=Good, No,4.653231815,104.9235317
28, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.113943352,61.18752643
46, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.662757832,105.9278108
36, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.681241237,107.9039239
37, Male, Married, Black, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.260071388,70.81503862
47, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,5.079181246,160.6424754
56, Male, Divorced, White, Some College, Middle Atlantic, Information, >=Very Good, No,4.602059991,99.6894637
38, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.716003344,111.7208494
41, Male, Never Married, Black, < HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.322219295,75.35567932
62, Male, Married, White, Some College, Middle Atlantic, Information, <=Good, Yes,4.544068044,94.07271475
40, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.477121255,87.98103279
44, Male, Married, Asian, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.812913357,123.0896998
56, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.602059991,99.6894637
51, Male, Married, Black, Some College, Middle Atlantic, Industrial, >=Very Good, No,4.342422681,76.89360252
41, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, No,4.462397998,86.69515483
52, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.176091259,176.9896505
27, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.612783857,100.7642728
52, Male, Married, White, College Grad, Middle Atlantic, Industrial, <=Good, Yes,4.740362689,114.4757133
51, Male, Divorced, White, HS Grad, Middle Atlantic, Industrial, <=Good, No,4.207365037,67.17929148
51, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.380211242,79.85490031
28, Male, Never Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.505149978,90.48191336
49, Male, Never Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, No,4.059941888,57.97094218
61, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.740362689,114.4757133
39, Male, Married, White, HS Grad, Middle Atlantic, Information, <=Good, Yes,4.602059991,99.6894637
23, Male, Never Married, White, < HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.494154594,89.49247952
53, Male, Married, White, Advanced Degree, Middle Atlantic, Industrial, >=Very Good, Yes,5.022597437,151.8050963
55, Male, Never Married, Asian, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.477121255,87.98103279
48, Male, Never Married, Black, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.477121255,87.98103279
50, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.653212514,104.9215065
31, Male, Never Married, White, < HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.176091259,65.11085372
53, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.857332496,128.6804882
49, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, No,5.041392685,154.685293
49, Male, Never Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, No,4.875061263,130.9821774
43, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.792391689,120.5894365
20, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.397940009,81.28325328
